Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume
1716327600000,2534458.00,2534458.00,2534458.00,2534458.00,0.00000000,1716327659999,0.00,0,0.00000000,0.00
1716327660000,2534458.00,2534458.00,2534458.00,2534458.00,0.00000000,1716327719999,0.00,0,0.00000000,0.00
1716327720000,2534458.00,2534458.00,2534458.00,2534458.00,0.00000000,1716327779999,0.00,0,0.00000000,0.00
